,date,close,diff,open,high,low,volume,diff+-,up/down
1876,2015-04-28,14900,400,15400,15400,14750,1945181,-400.0,0
1877,2015-04-27,15300,50,15500,15550,15000,2276944,-50.0,0
1878,2015-04-24,15350,50,15350,16100,15200,5165399,50.0,1
1879,2015-04-23,15300,1300,14100,15300,14050,5614021,1300.0,1
1880,2015-04-22,14000,250,14250,14400,13750,2468763,-250.0,0
1884,2015-04-21,14250,450,14800,14800,14250,2120186,-450.0,0
1885,2015-04-20,14700,250,14600,15100,14500,2213255,-250.0,0
1886,2015-04-17,14950,0,15150,15250,14800,2793340,0.0,none
1887,2015-04-16,14950,600,14500,14950,14000,4888201,600.0,1
1888,2015-04-15,14350,400,14900,14950,14250,3066680,-400.0,0
1891,2015-04-14,14750,1150,13550,15150,13500,10190140,1150.0,1
1892,2015-04-13,13600,200,13600,13650,13200,1881761,200.0,1
1893,2015-04-10,13400,650,12900,13500,12850,2994536,650.0,1
1894,2015-04-09,12750,50,12900,12950,12700,1177954,-50.0,0
1895,2015-04-08,12800,100,12900,13000,12750,1319899,-100.0,0
1899,2015-04-07,12900,50,13050,13050,12850,958731,-50.0,0
1900,2015-04-06,12950,400,13300,13350,12950,1290692,-400.0,0
1901,2015-04-03,13350,250,13250,13350,13200,584583,250.0,1
1902,2015-04-02,13100,50,13150,13250,13050,504630,50.0,1
1903,2015-04-01,13050,300,13300,13350,13050,868622,-300.0,0
1906,2015-03-31,13350,250,13200,13350,13150,986333,250.0,1
1907,2015-03-30,13100,250,13400,13400,13100,1124587,-250.0,0
1908,2015-03-27,13350,50,13300,13350,13150,713170,50.0,1
1909,2015-03-26,13300,250,13100,13350,13050,1323640,250.0,1
1910,2015-03-25,13050,300,13350,13400,13000,1751086,-300.0,0
1914,2015-03-24,13350,200,13450,13550,13150,1463252,-200.0,0
1915,2015-03-23,13550,200,13750,13800,13500,1129360,-200.0,0
1916,2015-03-20,13750,350,13950,14000,13500,1828326,-350.0,0
1917,2015-03-19,14100,0,14200,14200,13850,2038130,0.0,none
1918,2015-03-18,14100,200,13800,14100,13750,1748262,200.0,1
1921,2015-03-17,13900,550,13450,13900,13350,2503136,550.0,1
1922,2015-03-16,13350,350,13000,13450,13000,1224328,350.0,1
1923,2015-03-13,13000,150,13300,13350,12900,1962288,-150.0,0
1924,2015-03-12,13150,500,12650,13350,12600,3529190,500.0,1
1925,2015-03-11,12650,200,12650,12850,12600,1566402,-200.0,0
1929,2015-03-10,12850,300,13150,13250,12850,1450386,-300.0,0
1930,2015-03-09,13150,200,13250,13350,13100,871704,-200.0,0
1931,2015-03-06,13350,100,13500,13550,13150,1454482,-100.0,0
1932,2015-03-05,13450,50,13450,13500,13350,662192,-50.0,0
1933,2015-03-04,13500,0,13500,13600,13350,1079397,0.0,none
1936,2015-03-03,13500,350,13200,13700,13100,2088922,350.0,1
1937,2015-03-02,13150,350,13500,13550,13050,2115575,-350.0,0
1938,2015-02-27,13500,150,13700,13850,13500,3058644,-150.0,0
1939,2015-02-26,13650,50,13550,13650,13450,1190257,50.0,1
1940,2015-02-25,13600,200,13450,13600,13350,909219,200.0,1
1944,2015-02-24,13400,0,13400,13550,13300,1086602,0.0,none
1945,2015-02-23,13400,100,13650,13700,13350,811440,-100.0,0
1946,2015-02-17,13500,150,13350,13500,13250,808212,150.0,1
1947,2015-02-16,13350,250,13550,13600,13200,841713,-250.0,0
1948,2015-02-13,13600,100,13600,13700,13400,1430925,100.0,1
1951,2015-02-12,13500,150,13700,13700,13200,1679255,-150.0,0
1952,2015-02-11,13650,550,13250,13700,13150,2655701,550.0,1
1953,2015-02-10,13100,100,13100,13300,13000,2184058,100.0,1
1954,2015-02-09,13000,400,12800,13200,12750,2504758,400.0,1
1955,2015-02-06,12600,150,12500,12650,12400,1336046,150.0,1
1959,2015-02-05,12450,600,13050,13150,12400,2494989,-600.0,0
1960,2015-02-04,13050,0,13200,13250,12950,1393767,0.0,none
1961,2015-02-03,13050,200,13300,13400,13000,1392194,-200.0,0
1962,2015-02-02,13250,300,12900,13250,12800,1025194,300.0,1
1963,2015-01-30,12950,0,13100,13150,12900,1485118,0.0,none
1966,2015-01-29,12950,0,12850,13150,12800,1609528,0.0,none
1967,2015-01-28,12950,300,13100,13200,12800,2138091,-300.0,0
1968,2015-01-27,13250,300,13550,13600,13050,1583032,-300.0,0
1969,2015-01-26,13550,100,13400,13700,13300,1069836,100.0,1
1970,2015-01-23,13450,200,13450,13700,13300,1601541,200.0,1
1974,2015-01-22,13250,150,13150,13250,13000,1227364,150.0,1
1975,2015-01-21,13100,200,12950,13100,12850,975675,200.0,1
1976,2015-01-20,12900,0,12800,13000,12700,1484548,0.0,none
1977,2015-01-19,12900,150,12800,13100,12800,1173421,150.0,1
1978,2015-01-16,12750,350,13050,13100,12650,2246085,-350.0,0
1981,2015-01-15,13100,300,13350,13350,12950,2059005,-300.0,0
1982,2015-01-14,13400,250,13650,13700,13350,1169171,-250.0,0
1983,2015-01-13,13650,150,13500,13800,13350,1504773,150.0,1
1984,2015-01-12,13500,450,13750,13850,13500,1559910,-450.0,0
1985,2015-01-09,13950,200,13900,14000,13700,1278693,200.0,1
1989,2015-01-08,13750,350,13450,13900,13400,1746118,350.0,1
1990,2015-01-07,13400,200,13650,13650,13400,1020504,-200.0,0
1991,2015-01-06,13600,150,13600,13850,13500,1353076,-150.0,0
1992,2015-01-05,13750,50,13700,13800,13400,1353301,50.0,1
1993,2015-01-02,13700,400,13900,14100,13700,1490527,-400.0,0
1996,2014-12-30,14100,350,14550,14600,13850,2721793,-350.0,0
1997,2014-12-29,14450,800,14800,14900,14400,1382915,-800.0,0
1998,2014-12-26,15250,50,15250,15400,15200,1321431,50.0,1
1999,2014-12-24,15200,0,15250,15300,15100,763027,0.0,none
2000,2014-12-23,15200,300,14900,15350,14900,2005432,300.0,1
2004,2014-12-22,14900,300,14700,15000,14600,1148309,300.0,1
2005,2014-12-19,14600,50,14750,14900,14550,978437,50.0,1
2006,2014-12-18,14550,250,14900,14950,14450,936209,-250.0,0
2007,2014-12-17,14800,350,14600,14800,14400,1289847,350.0,1
2008,2014-12-16,14450,100,14550,14600,14350,1440654,-100.0,0
2011,2014-12-15,14550,150,14600,14750,14300,1431807,-150.0,0
2012,2014-12-12,14700,600,14150,14850,14150,2051617,600.0,1
2013,2014-12-11,14100,400,14450,14450,14050,2529951,-400.0,0
2014,2014-12-10,14500,250,14700,14700,14350,1611383,-250.0,0
2015,2014-12-09,14750,100,14950,14950,14750,1073665,-100.0,0
2019,2014-12-08,14850,150,15100,15200,14800,1231864,-150.0,0
2020,2014-12-05,15000,150,15000,15300,14900,24797828,-150.0,0
2021,2014-12-04,15150,300,14850,15500,14800,1220436,300.0,1
2022,2014-12-03,14850,50,14800,14900,14600,1571960,-50.0,0
2023,2014-12-02,14900,100,14900,14950,14650,785421,-100.0,0
2026,2014-12-01,15000,50,15000,15050,14850,649503,-50.0,0
2027,2014-11-28,15050,300,15150,15250,15000,901214,-300.0,0
2028,2014-11-27,15350,50,15350,15450,15100,696352,-50.0,0
2029,2014-11-26,15400,300,15200,15450,15000,1029496,300.0,1
2030,2014-11-25,15100,100,15200,15450,15100,1091981,-100.0,0
2034,2014-11-24,15200,150,15200,15300,15000,841613,150.0,1
2035,2014-11-21,15050,550,15450,15500,14750,3229810,-550.0,0
2036,2014-11-20,15600,150,15700,15750,15350,1209752,-150.0,0
2037,2014-11-19,15750,150,15650,15850,15600,900647,150.0,1
2038,2014-11-18,15600,150,15500,15650,15400,626967,150.0,1
2041,2014-11-17,15450,100,15450,15700,15400,733127,-100.0,0
2042,2014-11-14,15550,300,15850,15850,15500,759484,-300.0,0
2043,2014-11-13,15850,50,15950,16050,15850,636863,-50.0,0
2044,2014-11-12,15900,450,16250,16350,15900,1332851,-450.0,0
2045,2014-11-11,16350,0,16350,16500,16150,889913,0.0,none
2049,2014-11-10,16350,50,16450,16600,16250,997937,-50.0,0
2050,2014-11-07,16400,0,16350,16500,16150,1259934,0.0,none
2051,2014-11-06,16400,300,16200,16550,16150,1700511,300.0,1
2052,2014-11-05,16100,700,16200,17150,15850,5364924,700.0,1
2053,2014-11-04,15400,50,15350,15600,15150,1218951,50.0,1
2056,2014-11-03,15350,300,15600,15700,15250,870392,-300.0,0
2057,2014-10-31,15650,300,16100,16150,15350,1167348,-300.0,0
2058,2014-10-30,15950,100,16050,16100,15550,1234539,-100.0,0
2059,2014-10-29,16050,700,15600,16250,15400,2444430,700.0,1
2060,2014-10-28,15350,350,15550,15700,15350,720110,-350.0,0
2064,2014-10-27,15700,600,15150,15750,15100,1271352,600.0,1
2065,2014-10-24,15100,300,15500,15550,14850,1243476,-300.0,0
2066,2014-10-23,15400,600,15800,15900,15200,1405713,-600.0,0
2067,2014-10-22,16000,600,15550,16050,15250,1760463,600.0,1
2068,2014-10-21,15400,400,15800,15900,15250,1269260,-400.0,0
2071,2014-10-20,15800,250,15750,16000,15750,781411,250.0,1
2072,2014-10-17,15550,50,15650,15750,15400,1511143,50.0,1
2073,2014-10-16,15500,150,15550,15900,15500,1481390,-150.0,0
2074,2014-10-15,15650,750,16400,16400,15550,1438056,-750.0,0
2075,2014-10-14,16400,250,16300,16450,15950,981913,250.0,1
2079,2014-10-13,16150,100,16200,16300,16000,952327,-100.0,0
2080,2014-10-10,16250,150,16200,16250,15850,1295018,-150.0,0
2081,2014-10-08,16400,150,16050,16500,16050,1080384,150.0,1
2082,2014-10-07,16250,600,15800,16450,15800,1027238,600.0,1
2083,2014-10-06,15650,300,16100,16150,15650,843412,-300.0,0
2086,2014-10-02,15950,350,15500,16000,15500,1278176,350.0,1
2087,2014-10-01,15600,350,16050,16300,15450,1406207,-350.0,0
2088,2014-09-30,15950,200,16200,16300,15950,1003007,-200.0,0
2089,2014-09-29,16150,200,15950,16250,15900,1229932,200.0,1
2090,2014-09-26,15950,750,16550,16600,15900,2083262,-750.0,0
2094,2014-09-25,16700,250,17100,17100,16600,971313,-250.0,0
2095,2014-09-24,16950,150,17000,17200,16800,863226,-150.0,0
2096,2014-09-23,17100,300,16750,17250,16700,900787,300.0,1
2097,2014-09-22,16800,450,17150,17200,16650,899138,-450.0,0
2098,2014-09-19,17250,350,17050,17350,17000,917513,350.0,1
2101,2014-09-18,16900,350,17100,17150,16700,1029322,-350.0,0
2102,2014-09-17,17250,0,17250,17350,16750,1201882,0.0,none
2103,2014-09-16,17250,150,17100,17300,17000,678144,150.0,1
2104,2014-09-15,17100,650,17600,17650,16900,1353908,-650.0,0
2105,2014-09-12,17750,400,17500,17950,17250,1208644,400.0,1
2109,2014-09-11,17350,150,17350,17600,17150,1489107,-150.0,0
2110,2014-09-05,17500,400,17700,17800,17300,1333610,-400.0,0
2111,2014-09-04,17900,250,18250,18350,17750,864045,-250.0,0
2112,2014-09-03,18150,550,17450,18250,17450,1765169,550.0,1
2113,2014-09-02,17600,300,17200,17600,17050,1004041,300.0,1
2116,2014-09-01,17300,300,17500,17650,17300,716639,-300.0,0
2117,2014-08-29,17600,100,17550,17600,17100,2452112,-100.0,0
2118,2014-08-28,17700,0,17700,17900,17400,1218570,0.0,none
2119,2014-08-27,17700,850,17050,17750,16950,1955698,850.0,1
2120,2014-08-26,16850,250,16700,17200,16600,1797463,250.0,1
2124,2014-08-25,16600,50,16450,16800,16400,859211,-50.0,0
2125,2014-08-22,16650,250,16500,16650,16300,866026,250.0,1
2126,2014-08-21,16400,400,16750,16800,16400,969001,-400.0,0
2127,2014-08-20,16800,50,16900,17000,16400,1179325,-50.0,0
2128,2014-08-19,16850,150,16850,16950,16650,1157556,150.0,1
2131,2014-08-18,16700,550,17200,17250,16500,1923423,-550.0,0
2132,2014-08-14,17250,350,16800,17250,16600,1747816,350.0,1
2133,2014-08-13,16900,100,16850,16900,16500,1784568,100.0,1
2134,2014-08-12,16800,400,16450,16800,16450,1816261,400.0,1
2135,2014-08-11,16400,550,16150,16600,15950,2321745,550.0,1
2139,2014-08-08,15850,400,16250,16300,15500,2216578,-400.0,0
2140,2014-08-07,16250,200,16150,16250,15850,1375284,200.0,1
2141,2014-08-06,16050,100,15900,16400,15800,2295234,100.0,1
2142,2014-08-05,15950,400,16350,16400,15800,1889501,-400.0,0
2143,2014-08-04,16350,300,16300,16400,15800,2249688,300.0,1
2146,2014-08-01,16050,650,15200,16250,15200,3219075,650.0,1
2147,2014-07-31,15400,300,16000,16600,15200,5403325,-300.0,0
2148,2014-07-30,15700,800,15250,16900,15100,6925446,800.0,1
2149,2014-07-29,14900,450,14650,15100,14500,5235808,450.0,1
2150,2014-07-28,14450,850,13600,14450,13600,5390068,850.0,1
2154,2014-07-25,13600,150,13450,13650,13350,2033606,150.0,1
2155,2014-07-24,13450,150,13350,13550,13250,2504311,150.0,1
2156,2014-07-23,13300,150,13250,13350,13200,2618035,150.0,1
2157,2014-07-22,13150,50,13250,13400,13150,2648535,-50.0,0
2158,2014-07-21,13200,50,13250,13300,13150,3135002,50.0,1
2161,2014-07-18,13150,500,13100,13350,13050,32235031,-500.0,0
2162,2014-07-17,13650,300,13450,13700,13400,1208021,300.0,1
2163,2014-07-16,13350,150,13450,13700,13300,1104388,-150.0,0
2164,2014-07-15,13500,100,13450,13550,13350,896514,100.0,1
2165,2014-07-14,13400,450,13000,13400,13000,863948,450.0,1
2169,2014-07-11,12950,0,12900,13000,12800,667995,0.0,none
2170,2014-07-10,12950,100,13100,13150,12900,853784,-100.0,0
2171,2014-07-09,13050,150,13150,13200,13050,788028,-150.0,0
2172,2014-07-08,13200,50,13200,13350,13150,831866,50.0,1
2173,2014-07-07,13150,350,13450,13500,13150,1092880,-350.0,0
2176,2014-07-04,13500,200,13450,13550,13400,726091,200.0,1
2177,2014-07-03,13300,200,13550,13600,13300,817497,-200.0,0
2178,2014-07-02,13500,50,13450,13550,13300,660360,50.0,1
2179,2014-07-01,13450,50,13500,13500,13250,606060,-50.0,0
2180,2014-06-30,13500,300,13200,13500,13100,804732,300.0,1
2184,2014-06-27,13200,50,13200,13350,13150,590308,-50.0,0
2185,2014-06-26,13250,50,13250,13300,13050,1215599,50.0,1
2186,2014-06-25,13200,300,13500,13600,13100,1384013,-300.0,0
2187,2014-06-24,13500,250,13250,13800,13200,1397956,250.0,1
2188,2014-06-23,13250,100,13250,13300,13100,1044043,100.0,1
2191,2014-06-20,13150,250,13400,13400,13150,1043810,-250.0,0
2192,2014-06-19,13400,200,13700,13800,13250,1410713,-200.0,0
2193,2014-06-18,13600,250,13950,14150,13450,1067245,-250.0,0
2194,2014-06-17,13850,150,13850,13950,13700,902378,150.0,1
2195,2014-06-16,13700,50,13800,13950,13700,729315,-50.0,0
2199,2014-06-13,13750,0,13700,13900,13650,776351,0.0,none
2200,2014-06-12,13750,50,13700,13750,13600,592391,-50.0,0
2201,2014-06-11,13800,250,13550,13900,13500,1018604,250.0,1
2202,2014-06-10,13550,150,13800,13800,13400,957980,-150.0,0
2203,2014-06-09,13700,50,13750,13950,13550,871942,-50.0,0
2206,2014-06-05,13750,300,13500,13800,13450,956836,300.0,1
2207,2014-06-03,13450,150,13500,13500,13100,1703607,-150.0,0
2208,2014-06-02,13600,400,13900,13950,13500,948016,-400.0,0
2209,2014-05-30,14000,0,14000,14050,13650,1360380,0.0,none
2210,2014-05-29,14000,100,14000,14150,13850,879003,100.0,1
2214,2014-05-28,13900,50,13950,14300,13850,1945443,-50.0,0
2215,2014-05-27,13950,150,13900,13950,13650,1138740,150.0,1
2216,2014-05-26,13800,0,13800,14000,13750,1403034,0.0,none
2217,2014-05-23,13800,50,13750,13900,13600,1267597,50.0,1
2218,2014-05-22,13750,450,13400,13750,13350,1398613,450.0,1
2221,2014-05-21,13300,250,13400,13600,13200,1147413,-250.0,0
2222,2014-05-20,13550,100,13650,13750,13450,883661,-100.0,0
2223,2014-05-19,13650,200,13450,13800,13450,1539087,200.0,1
2224,2014-05-16,13450,50,13500,13500,13300,990950,-50.0,0
2225,2014-05-15,13500,200,13600,13800,13400,1400758,-200.0,0
2229,2014-05-14,13700,100,13600,13700,13500,1332344,100.0,1
2230,2014-05-13,13600,150,13450,13600,13250,1400609,150.0,1
2231,2014-05-12,13450,0,13450,13500,13200,1116568,0.0,none
2232,2014-05-09,13450,600,12950,13450,12900,2203093,600.0,1
2233,2014-05-08,12850,150,12750,12900,12650,1580689,150.0,1
2236,2014-05-07,12700,0,12850,12850,12600,1489906,0.0,none
2237,2014-05-02,12700,0,12700,12750,12600,1153159,0.0,none
2238,2014-04-30,12700,100,12650,12700,12550,1651747,100.0,1
2239,2014-04-29,12600,200,12450,12700,12400,3322908,200.0,1
2240,2014-04-28,12400,150,12550,12600,12350,1119843,-150.0,0
2244,2014-04-25,12550,250,12800,12800,12550,1048365,-250.0,0
2245,2014-04-24,12800,0,12800,12850,12700,1951458,0.0,none
2246,2014-04-23,12800,0,12900,12950,12700,1808483,0.0,none
2247,2014-04-22,12800,50,12850,13000,12700,1174678,-50.0,0
2248,2014-04-21,12850,0,12900,12950,12750,936890,0.0,none
2251,2014-04-18,12850,150,12750,12950,12700,1620873,150.0,1
2252,2014-04-17,12700,100,12700,12800,12600,1414112,100.0,1
2253,2014-04-16,12600,50,12700,12750,12550,1017225,-50.0,0
2254,2014-04-15,12650,0,12750,12850,12600,1490418,0.0,none
2255,2014-04-14,12650,300,12450,12700,12400,3705202,300.0,1
2259,2014-04-11,12350,300,12600,12600,12300,2967645,-300.0,0
2260,2014-04-10,12650,50,12750,12750,12550,2509930,-50.0,0
2261,2014-04-09,12700,50,12700,12800,12650,2037219,50.0,1
2262,2014-04-08,12650,150,12800,12850,12650,1620645,-150.0,0
2263,2014-04-07,12800,400,13150,13200,12700,2509781,-400.0,0
2266,2014-04-04,13200,0,13150,13300,13100,753083,0.0,none
2267,2014-04-03,13200,200,13150,13450,13100,2274540,200.0,1
2268,2014-04-02,13000,0,13100,13200,12900,1610842,0.0,none
2269,2014-04-01,13000,500,13250,13350,12950,4308607,-500.0,0
2270,2014-03-31,13500,100,13600,13750,13450,752835,-100.0,0
2274,2014-03-28,13600,250,13450,13750,13350,594004,250.0,1
2275,2014-03-27,13350,300,13550,13600,13300,963911,-300.0,0
2276,2014-03-26,13650,300,13450,13700,13400,996793,300.0,1
2277,2014-03-25,13350,50,13350,13800,13200,1989864,50.0,1
2278,2014-03-24,13300,400,13000,13550,13000,1294542,400.0,1
2281,2014-03-21,12900,50,13050,13200,12900,577876,-50.0,0
2282,2014-03-20,12950,550,13350,13400,12950,863501,-550.0,0
2283,2014-03-19,13500,750,12900,13500,12850,1314763,750.0,1
2284,2014-03-18,12750,50,12900,12950,12750,725748,-50.0,0
2285,2014-03-17,12800,0,12750,12850,12700,561119,0.0,none
2289,2014-03-14,12800,250,12850,12900,12750,701919,-250.0,0
2290,2014-03-13,13050,300,12800,13050,12700,637196,300.0,1
2291,2014-03-12,12750,250,12950,13000,12600,940506,-250.0,0
2292,2014-03-11,13000,350,12700,13050,12700,701464,350.0,1
2293,2014-03-10,12650,250,12900,12950,12600,660032,-250.0,0
2296,2014-03-07,12900,150,13000,13200,12750,1180391,-150.0,0
2297,2014-03-06,13050,50,13100,13150,12900,965574,-50.0,0
2298,2014-03-05,13100,50,13300,13300,13000,665123,-50.0,0
2299,2014-03-04,13150,200,12950,13150,12900,697840,200.0,1
2300,2014-03-03,12950,650,13500,13550,12950,2092353,-650.0,0
2304,2014-02-28,13600,150,13550,13750,13500,4786463,150.0,1
2305,2014-02-27,13450,50,13400,13500,13300,1399034,-50.0,0
2306,2014-02-26,13500,200,13150,13500,13150,1025301,200.0,1
2307,2014-02-25,13300,250,13100,13450,13100,910471,250.0,1
2308,2014-02-24,13050,150,13200,13200,13000,715495,-150.0,0
2311,2014-02-21,13200,150,13050,13250,13000,559908,150.0,1
2312,2014-02-20,13050,350,13250,13300,12950,802385,-350.0,0
2313,2014-02-19,13400,300,13100,13400,12950,1434115,300.0,1
2314,2014-02-18,13100,250,12900,13100,12800,1113055,250.0,1
2315,2014-02-17,12850,200,12700,12950,12650,1279248,200.0,1
2319,2014-02-14,12650,0,12700,12800,12550,784171,0.0,none
2320,2014-02-13,12650,50,12600,12700,12400,1418400,50.0,1
2321,2014-02-12,12600,100,12500,12700,12450,861366,100.0,1
2322,2014-02-11,12500,300,12250,12550,12200,847455,300.0,1
2323,2014-02-10,12200,100,12200,12450,12150,1186430,100.0,1
2326,2014-02-07,12100,100,12300,12300,12050,620377,-100.0,0
2327,2014-02-06,12200,50,12200,12400,12200,439664,50.0,1
2328,2014-02-05,12150,0,12250,12550,12100,1004949,0.0,none
2329,2014-02-04,12150,200,12200,12300,12150,1294662,-200.0,0
2330,2014-02-03,12350,150,12400,12550,12300,443283,-150.0,0
2334,2014-01-29,12500,200,12350,12700,12350,1038336,200.0,1
2335,2014-01-28,12300,100,12250,12350,12100,704378,100.0,1
2336,2014-01-27,12200,150,12100,12300,12100,921073,-150.0,0
2337,2014-01-24,12350,100,12200,12450,12150,1110939,100.0,1
2338,2014-01-23,12250,50,12350,12450,12200,869256,-50.0,0
2341,2014-01-22,12300,300,12700,12700,12100,2638032,-300.0,0
2342,2014-01-21,12600,150,12500,12700,12400,766280,150.0,1
2343,2014-01-20,12450,50,12400,12500,12300,567392,-50.0,0
2344,2014-01-17,12500,200,12600,12650,12400,884029,-200.0,0
2345,2014-01-16,12700,350,12500,12750,12400,2380615,350.0,1
2349,2014-01-15,12350,350,12050,12450,12000,1875224,350.0,1
2350,2014-01-14,12000,200,12100,12250,11950,905485,-200.0,0
2351,2014-01-13,12200,250,11950,12300,11950,1082390,250.0,1
2352,2014-01-10,11950,150,12050,12200,11900,1632755,-150.0,0
2353,2014-01-09,12100,50,12050,12200,12000,1152829,50.0,1
2356,2014-01-08,12050,50,11950,12150,11950,1037334,50.0,1
2357,2014-01-07,12000,100,11850,12050,11850,1009105,100.0,1
2358,2014-01-06,11900,0,11900,12000,11850,1084005,0.0,none
2359,2014-01-03,11900,200,12050,12100,11850,1191536,-200.0,0
2360,2014-01-02,12100,50,12200,12300,12000,1151480,-50.0,0
2364,2013-12-30,12150,150,11950,12200,11900,1130047,150.0,1
2365,2013-12-27,12000,250,12100,12100,11900,1425006,-250.0,0
2366,2013-12-26,12250,100,12250,12350,12150,2223972,100.0,1
2367,2013-12-24,12150,50,12150,12250,12050,1496731,50.0,1
2368,2013-12-23,12100,150,12000,12200,11950,1633367,150.0,1
2371,2013-12-20,11950,200,11800,11950,11750,1459630,200.0,1
2372,2013-12-19,11750,0,11900,11950,11750,1168257,0.0,none
2373,2013-12-18,11750,250,11500,11900,11500,2976418,250.0,1
2374,2013-12-17,11500,50,11550,11650,11450,27156548,50.0,1
2375,2013-12-16,11450,0,11400,11550,11400,766233,0.0,none
2379,2013-12-13,11450,50,11350,11550,11350,668227,50.0,1
2380,2013-12-12,11400,100,11400,11550,11400,873515,-100.0,0
2381,2013-12-11,11500,50,11550,11600,11400,1026726,-50.0,0
2382,2013-12-10,11550,150,11450,11600,11350,1231221,150.0,1
2383,2013-12-09,11400,100,11350,11450,11300,840870,100.0,1
2386,2013-12-06,11300,50,11350,11400,11200,1365287,-50.0,0
2387,2013-12-05,11350,0,11400,11450,11300,1024140,0.0,none
2388,2013-12-04,11350,100,11400,11450,11350,1219859,-100.0,0
2389,2013-12-03,11450,0,11450,11500,11400,1779064,0.0,none
2390,2013-12-02,11450,0,11500,11500,11400,1346821,0.0,none
2394,2013-11-29,11450,50,11450,11500,11400,1613626,-50.0,0
2395,2013-11-28,11500,0,11550,11550,11400,2138741,0.0,none
2396,2013-11-27,11500,500,11600,11600,11400,28807319,-500.0,0
2397,2013-11-26,12000,50,11900,12000,11800,636488,50.0,1
2398,2013-11-25,11950,0,11950,12100,11900,494383,0.0,none
2401,2013-11-22,11950,200,11850,11950,11800,626583,200.0,1
2402,2013-11-21,11750,150,11850,11900,11750,626292,-150.0,0
2403,2013-11-20,11900,250,12150,12150,11850,1035832,-250.0,0
2404,2013-11-19,12150,100,12050,12200,12000,632616,100.0,1
2405,2013-11-18,12050,0,12100,12100,11950,345528,0.0,none
2409,2013-11-15,12050,250,11800,12100,11800,660814,250.0,1
2410,2013-11-14,11800,50,11850,11900,11750,478704,-50.0,0
2411,2013-11-13,11850,50,11850,11900,11800,409888,-50.0,0
2412,2013-11-12,11900,50,11850,12000,11850,378027,50.0,1
2413,2013-11-11,11850,50,11900,12000,11800,351816,-50.0,0
2416,2013-11-08,11900,50,11900,11900,11800,520433,-50.0,0
2417,2013-11-07,11950,0,11900,12000,11900,228843,0.0,none
2418,2013-11-06,11950,100,12000,12050,11850,580108,-100.0,0
2419,2013-11-05,12050,50,12050,12200,12000,301681,-50.0,0
2420,2013-11-04,12100,100,12300,12300,11950,668392,-100.0,0
2424,2013-11-01,12200,50,12200,12250,12100,322864,-50.0,0
2425,2013-10-31,12250,200,12400,12450,12200,561361,-200.0,0
2426,2013-10-30,12450,50,12450,12450,12300,403603,50.0,1
2427,2013-10-29,12400,50,12400,12450,12100,924982,-50.0,0
2428,2013-10-28,12450,50,12450,12500,12350,223502,50.0,1
2431,2013-10-25,12400,200,12550,12550,12300,547499,-200.0,0
2432,2013-10-24,12600,50,12550,12650,12450,324995,50.0,1
2433,2013-10-23,12550,50,12700,12750,12400,986096,-50.0,0
2434,2013-10-22,12600,50,12650,12650,12450,469181,50.0,1
2435,2013-10-21,12550,50,12600,12700,12550,393414,-50.0,0
2439,2013-10-18,12600,100,12500,12650,12450,783384,100.0,1
2440,2013-10-17,12500,200,12450,12550,12300,1011514,200.0,1
2441,2013-10-16,12300,50,12200,12550,12200,1327553,50.0,1
2442,2013-10-15,12250,100,12250,12400,12200,590136,100.0,1
2443,2013-10-14,12150,50,12100,12300,12100,476454,50.0,1
2446,2013-10-11,12100,200,12000,12200,11950,858189,200.0,1
2447,2013-10-10,11900,0,11950,12000,11800,463058,0.0,none
2448,2013-10-08,11900,50,11950,12000,11850,301422,-50.0,0
2449,2013-10-07,11950,50,11950,12100,11850,575970,-50.0,0
2450,2013-10-04,12000,0,11950,12100,11900,408649,0.0,none
2454,2013-10-02,12000,50,12100,12100,11950,319618,50.0,1
2455,2013-10-01,11950,50,11850,12150,11800,707712,50.0,1
2456,2013-09-30,11900,200,12100,12100,11850,1044614,-200.0,0
2457,2013-09-27,12100,150,12050,12250,11950,628038,150.0,1
2458,2013-09-26,11950,50,11900,12000,11850,560151,50.0,1
2461,2013-09-25,11900,50,11900,12050,11850,588968,50.0,1
2462,2013-09-24,11850,200,12000,12050,11800,579185,-200.0,0
2463,2013-09-23,12050,150,11950,12200,11850,1039699,150.0,1
2464,2013-09-17,11900,100,11800,11950,11750,766652,100.0,1
2465,2013-09-16,11800,50,11800,11900,11750,851178,50.0,1
2469,2013-09-13,11750,50,11800,11850,11650,817897,-50.0,0
2470,2013-09-12,11800,50,11850,11950,11750,950053,-50.0,0
2471,2013-09-11,11850,100,11800,11850,11650,667259,100.0,1
2472,2013-09-10,11750,50,11750,11850,11650,783524,50.0,1
2473,2013-09-09,11700,100,11650,11800,11650,668798,100.0,1
2476,2013-09-06,11600,0,11550,11700,11550,318829,0.0,none
2477,2013-09-05,11600,50,11600,11650,11500,507464,50.0,1
2478,2013-09-04,11550,50,11500,11650,11450,466093,50.0,1
2479,2013-09-03,11500,200,11350,11600,11250,979873,200.0,1
2480,2013-09-02,11300,0,11300,11350,11200,472845,0.0,none
2484,2013-08-30,11300,100,11250,11400,11200,685658,100.0,1
2485,2013-08-29,11200,150,11100,11250,11050,611423,150.0,1
2486,2013-08-28,11050,100,11050,11150,10950,616926,-100.0,0
2487,2013-08-27,11150,50,11100,11200,11000,583145,-50.0,0
2488,2013-08-26,11200,50,11100,11250,11100,373277,50.0,1
